GivenName,Surname,Birthday,CountryFull,Kilograms,Centimeters,BloodType
Adelard,Headstrong,7/24/1992,Brazil,50.1,79,O+
Isumbras,Oldbuck,12/2/1990,Czech Republic,64.1,104,O+
Justin,Mandell,2/5/1996,Denmark,97.1,180,A+
Joseph,Corbeil,1/5/1988,Austria,81.9,184,A+
Todd,Freitas,2/5/1993,Cyprus (Anglicized),61.1,187,A+
Nikita,Shcherbakov,3/26/1979,Brazil,109.5,178,A+
Robert,Kazantsev,10/7/1995,Canada,59.9,175,O+
Arthur,Melo,7/15/1990,Czech Republic,79.4,187,B-
João,Oliveira,7/19/1982,Canada,76.3,176,A+
Eoin,Campbell,1/19/1980,Belgium,86.5,184,A+
Phillip,Jackson,12/9/1981,Brazil,109.3,176,A-
Sam,Hunter,11/9/1994,Denmark,88.3,171,O+
Jeremy,Keely,1/16/1979,Canada,80.3,188,A+
Oscar,Yermakov,3/22/1993,Cyprus (Anglicized),99.2,189,O+
Mitchell,Lowery,8/23/1993,Canada,91.2,186,A-
Kieron,Findlay,12/19/1987,Cyprus (Anglicized),60.9,168,O+
Rudolph,Greenhand,4/20/1996,Canada,65.2,67,A+
David,Craven,11/21/1982,Austria,64.9,176,O+
Robert,Watts,12/22/1979,Denmark,78.7,184,O+
Faizan,Fraser,10/15/1992,Denmark,83.9,184,O+
Damian,Simpson,10/25/1996,Austria,90.8,168,O+
Bildat,Hogpen,11/19/1994,Canada,62.1,111,A+
William,Gilbert,2/14/1996,Brazil,75.3,184,B+
Tony,Watkins,3/4/1981,Austria,77.4,169,O+
Isaac,Ibrahimov,11/3/1985,Czech Republic,102.7,175,O+
Luís,Barbosa,12/17/1980,Brazil,64.1,189,A-
Len,Hill,10/13/1991,Austria,76.1,183,O+
Fábio,Santos,7/22/1995,Cyprus (Anglicized),88.1,177,O+
Zach,Macleod,1/5/1982,Brazil,104.7,175,O+
Spartacus,Bocharov,5/17/1979,Denmark,94.6,183,A+
Richard,Gilliland,10/25/1991,Brazil,65.8,173,A+
Logan,Williamson,3/14/1986,Canada,91.9,190,O+
Adelgrim,Smallburrow,3/31/1989,Cyprus (Anglicized),63.4,74,O+
Gary,Cross,3/20/1990,Czech Republic,97.9,189,B+
Herman,Mordvinov,10/30/1993,Canada,98.1,178,A+
Bernard,Phillips,1/31/1988,Czech Republic,63.8,175,B+
Mat,Goodbody,8/28/1989,Belgium,50.6,65,O+
Teddy,Harris,12/31/1982,Cyprus (Anglicized),88.5,181,O-
Victor,Munro,12/19/1987,Austria,63.4,186,AB+
Maurice,Saenz,12/11/1984,Cyprus (Anglicized),62.7,176,O+
Paulo,Cunha,3/7/1991,Austria,73.9,184,O+
Pippin,Took-Took,7/11/1992,Belgium,64.7,93,O+
Travis,Solomon,4/15/1992,Austria,67.7,181,B+
Dominique,Belousov,8/2/1993,Brazil,97.8,166,A-
Nicolash,Dias,2/27/1996,Brazil,88.7,177,A+
James,Spooner,8/10/1982,Austria,69.2,181,A-
Diego,Rocha,2/26/1981,Austria,82.8,188,AB+
Orlando,Fairbairn,9/8/1995,Denmark,55.2,73,A-
Luís,Martins,12/28/1987,Cyprus (Anglicized),67.2,175,AB+
Ethan,Hay,8/23/1994,Denmark,54.6,173,A+
Paramon,Yefimov,5/3/1993,Austria,59.1,175,O-
Antônio,Carvalho,4/15/1990,Brazil,95.0,188,O+
Thiago,Castro,1/4/1987,Czech Republic,76.3,180,A+
Mateus,Ribeiro,1/3/1997,Denmark,61.2,180,B+
Domenic,Williams,5/3/1993,Cyprus (Anglicized),64.7,182,A+
Samuel,Thompson,11/21/1995,Austria,97.2,171,A+
Gustavo,Rodrigues,10/5/1996,Brazil,76.9,167,O+
Rudigar,Gawkroger,6/9/1986,Canada,66.5,72,B+
Enzo,Rocha,5/5/1996,Austria,61.3,183,O-
Murilo,Silva,2/28/1980,Czech Republic,103.4,190,B+
Paul,McGowan,1/9/1982,Denmark,105.4,175,O+
Gormadoc,Labingi,2/26/1993,Denmark,62.3,80,AB+
Ahmad,Boyle,10/8/1988,Austria,69.3,173,O+
Jacob,Evseev,5/5/1993,Austria,65.4,177,A+
Brian,Marcus,10/18/1994,Denmark,89.9,188,B+
Paul,Garcia,3/30/1989,Cyprus (Anglicized),65.3,181,B+
Edward,White,2/14/1995,Denmark,53.8,166,B+
Kye,Taylor,3/31/1988,Cyprus (Anglicized),68.3,182,AB+
Jeffrey,Smith,9/16/1990,Brazil,82.3,167,O+
Larry,Stout,3/9/1996,Czech Republic,80.9,179,B+
Reece,Taylor,5/17/1992,Belgium,78.1,181,A+
Hobson,Brockhouse,7/20/1991,Brazil,56.9,88,AB+
Rollo,Took,3/9/1984,Canada,55.9,98,B+
Panteleimon,Mordvinov,11/13/1982,Austria,67.3,184,O-
Leopold,Anisimov,1/26/1995,Canada,70.8,172,O+
Kaua,Lima,2/5/1985,Denmark,74.2,168,O+
Kieron,Johnstone,3/13/1984,Canada,110.4,189,A+
Zack,Jamieson,12/27/1978,Canada,62.7,171,B+
James,Williams,9/5/1996,Belgium,88.7,188,A+
Will,Galbassi,3/8/1997,Canada,62.8,79,B+
Zinovy,Anisimov,1/30/1987,Czech Republic,94.2,181,O+
Paul,Gray,10/1/1989,Brazil,60.4,182,A+
Vladlen,Belov,8/6/1984,Cyprus (Anglicized),78.6,174,B+
Colby,Ritchie,11/27/1995,Cyprus (Anglicized),66.5,163,O-
Estevan,Oliveira,6/1/1986,Canada,102.2,179,A+
Gennady,Volkov,3/15/1979,Czech Republic,76.3,184,O+
Bennett,Hilario,7/4/1981,Brazil,63.8,174,O+
Breno,Pereira,2/8/1979,Brazil,106.1,188,O+
Enzo,Santos,5/5/1981,Austria,68.9,188,A+
Dale,Bannister,9/1/1988,Canada,87.9,173,AB+
Mateus,Pereira,8/22/1979,Canada,69.1,173,O-
Gruffo,Sackville-Baggins,10/17/1990,Brazil,62.6,80,A+
Nicolash,Oliveira,11/2/1984,Cyprus (Anglicized),103.2,188,O+
Ansegar,Puddifoot,5/31/1990,Belgium,52.0,78,AB+
Bosco,Hayward,5/9/1993,Brazil,60.7,116,O-
Faizan,Ritchie,4/4/1993,Denmark,82.5,186,O+
Mosco,Hornblower,11/30/1994,Belgium,58.3,72,A+
Louie,Wells,11/9/1987,Canada,60.8,177,A+
Nicolash,Cunha,9/3/1980,Canada,62.0,180,A+
Irakli,Fyodorov,8/18/1991,Czech Republic,71.9,190,A+
Bennie,Richard,4/29/1996,Cyprus (Anglicized),73.5,167,AB+
Keiren,Hunter,12/31/1996,Czech Republic,76.2,180,A+
Murat,Bodrov,5/2/1983,Czech Republic,109.7,174,B+
Lucas,McIntyre,5/9/1985,Canada,93.4,176,O+
Benjamin,Dickson,1/30/1997,Cyprus (Anglicized),54.5,167,O+
Theodore,Pokrovsky,6/7/1990,Belgium,60.0,179,O+
Mateus,Pereira,3/20/1997,Canada,56.8,167,O+
Egor,Seleznyov,9/6/1981,Cyprus (Anglicized),81.2,179,A+
Gregory,Copple,1/10/1984,Denmark,96.5,178,A+
Sigismond,Hornblower,9/7/1993,Brazil,46.3,81,O+
Nikodem,Fraser,1/8/1986,Cyprus (Anglicized),108.8,172,O+
Peter,Kraker,8/17/1996,Cyprus (Anglicized),65.2,189,B-
Jordan,Hughes,12/1/1978,Czech Republic,112.7,181,O-
Armen,Zotov,5/7/1996,Canada,61.3,177,B+
Berilac,Banks,12/21/1989,Czech Republic,61.6,120,B+
Eldar,Volkov,5/2/1988,Austria,88.0,182,A+
Hobson,Zaragamba,8/6/1985,Austria,61.4,78,A+
Sméagol,Goodchild,7/18/1982,Belgium,49.5,100,B+
Modest,Zuyev,4/9/1986,Czech Republic,74.6,180,A+
Hugo,Sackville,8/26/1986,Cyprus (Anglicized),65.4,72,B+
William,William,9/15/1989,Czech Republic,98.0,170,O+
Gerontius,Clayhanger,10/7/1987,Cyprus (Anglicized),45.7,82,B+
Isaiah,Bobrov,8/12/1983,Canada,62.2,173,B+
William,Price,9/27/1983,Cyprus (Anglicized),104.1,179,O+
Ramiro,Fomin,11/1/1988,Denmark,92.9,190,A+
Frankie,Hay,12/22/1987,Denmark,73.9,185,A-
Maximilian,Sozonov,7/22/1980,Denmark,72.1,188,O+
Jason,Corning,12/18/1992,Belgium,98.8,185,B+
Gundolpho,Rumble,7/3/1980,Austria,67.3,108,O+
Matthew,Ponomarev,3/11/1990,Austria,74.7,189,O+
James,Embry,2/24/1988,Austria,95.3,173,O+
Will,Goodbody,2/10/1989,Austria,60.4,95,O+
Eoghan,Cameron,8/4/1987,Cyprus (Anglicized),89.8,182,B+
Julian,Lima,7/2/1981,Brazil,66.6,187,O+
Marcus,Roper,12/25/1991,Austria,58.7,122,B+
Aleksander,McKay,3/6/1991,Czech Republic,77.2,182,B+
Kelvin,Meacham,4/10/1982,Czech Republic,100.4,179,B+
Glenn,Diaz,11/7/1979,Cyprus (Anglicized),82.5,182,O+
Yegor,Alekseeva,4/27/1986,Denmark,81.0,189,O+
Igor,Ibrahimov,1/22/1988,Denmark,99.4,187,B+
Crispus,Banks,3/25/1986,Cyprus (Anglicized),53.6,87,B+
Zane,Findlay,1/8/1982,Belgium,66.4,184,O-
Nick,Tretiakov,9/18/1991,Brazil,99.0,190,O+
Nicholas,White,4/9/1988,Canada,97.5,169,A+
Bildat,Underhill,10/13/1996,Cyprus (Anglicized),45.9,77,O+
Bryan,Duncan,4/7/1990,Brazil,96.1,180,A+
Quinn,Boyle,6/9/1993,Belgium,63.5,186,B+
Kyle,Taylor,5/17/1991,Canada,90.7,169,O-
Terry,Scroggins,6/17/1978,Cyprus (Anglicized),99.5,178,O+
Myles,Johnstone,10/21/1986,Canada,97.8,171,O+
William,Veliz,6/23/1983,Canada,107.0,168,A+
Luiz,Carvalho,9/14/1985,Belgium,107.9,172,AB+
Ashton,Marshall,3/27/1988,Canada,72.6,171,O+
Belisarius,Fairbairn,3/17/1987,Cyprus (Anglicized),53.0,85,O+
Jimmy,Gates,5/17/1995,Brazil,68.7,173,A+
Leonardo,Rodrigues,4/6/1980,Denmark,78.5,173,B-
Larry,Haley,9/5/1991,Czech Republic,90.3,184,A+
Leopold,Blokhin,8/13/1987,Cyprus (Anglicized),87.2,189,O+
Greg,Reid,12/11/1980,Canada,91.6,171,O+
Thiago,Ferreira,2/21/1981,Brazil,73.6,174,O-
Kalimac,Hornblower,4/18/1984,Cyprus (Anglicized),55.8,75,A+
Clyde,Carter,2/23/1988,Belgium,74.2,190,O+
Tiago,Correia,7/5/1984,Czech Republic,100.7,190,O+
Roman,Sozonov,3/18/1993,Cyprus (Anglicized),83.4,184,A+
Robin,Lightfoot,8/20/1983,Austria,45.5,102,B+
Matheus,Lima,11/18/1980,Brazil,77.9,182,O+
Dominique,Ignatyev,2/18/1992,Canada,85.4,188,A+
Stephen,Pittman,12/30/1988,Czech Republic,76.2,181,O+
Rashid,Zhdanov,4/30/1982,Austria,97.2,176,B+
Igor,Castro,8/5/1993,Belgium,72.1,170,B+
Thomas,Young,6/19/1990,Denmark,98.1,187,O+
Polo,Chubb,8/2/1981,Canada,46.7,68,O+
Fábio,Azevedo,12/20/1984,Austria,84.1,168,A+
Campbell,Murray,8/13/1996,Cyprus (Anglicized),58.6,184,O+
Nico,Black,1/21/1991,Czech Republic,79.4,181,O+
João,Cavalcanti,5/23/1982,Austria,78.5,190,B+
Daniel,Santos,12/14/1979,Brazil,104.6,180,B+
Nairn,Hamilton,11/14/1980,Cyprus (Anglicized),92.9,171,B+
Igor,Rocha,1/10/1993,Brazil,79.9,185,B+
Dorofei,Fokine,8/18/1996,Czech Republic,86.5,180,B+
Paladin,Gaukrogers,9/16/1979,Cyprus (Anglicized),59.8,74,AB-
Pippin,Bracegirdle,2/19/1987,Czech Republic,52.6,62,A+
Daniel,Silva,7/4/1996,Cyprus (Anglicized),82.1,172,A+
Lyle,Allan,5/9/1985,Belgium,74.2,175,O-
Wiktor,Graham,10/2/1988,Cyprus (Anglicized),102.7,186,A+
Jonathan,Mack,4/30/1988,Cyprus (Anglicized),81.9,171,O+
Nicolas,Correia,2/10/1997,Belgium,77.9,178,A+
Yefim,Baryshnikov,2/16/1981,Denmark,97.8,176,AB+
Sagramor,Lightfoot,9/29/1988,Canada,46.5,99,A-
Miguel,Azevedo,1/6/1989,Brazil,57.1,190,A+
Herman,Fedorov,1/24/1987,Canada,108.6,174,A+
Wilibald,Goldworthy,2/5/1987,Brazil,63.1,64,O+
Thaddeus,Vasiliev,11/6/1993,Czech Republic,61.4,183,O+
Gustavo,Pereira,1/27/1993,Czech Republic,65.1,171,A+
Daniel,Hagemann,8/20/1990,Canada,70.6,185,A-
Conlan,Williamson,5/20/1979,Czech Republic,72.2,172,O+
Marmadoc,Galbassi,10/28/1992,Cyprus (Anglicized),48.6,92,O+
Miguel,Bates,11/28/1992,Czech Republic,79.5,184,AB+
Hildigrim,Burrowes,10/10/1983,Canada,46.0,101,A+
Diego,Alves,6/2/1984,Belgium,93.9,188,O+
Spencer,Hamilton,5/22/1983,Czech Republic,79.7,177,B+
André,Sousa,11/25/1989,Canada,82.1,168,O+
Charles,Hart,4/3/1987,Denmark,90.3,188,A+
Subhan,Sinclair,10/12/1982,Cyprus (Anglicized),75.1,169,O+
Mayor,Repin,2/4/1990,Cyprus (Anglicized),61.6,181,A+
Fedot,Voronkov,1/19/1997,Cyprus (Anglicized),62.5,180,A+
Oscar,Kharlamov,9/28/1980,Austria,68.0,177,B+
Anatoly,Woronoff,3/11/1990,Denmark,57.7,170,O+
Jared,Anders,9/14/1990,Cyprus (Anglicized),108.3,182,O-
Karp,Butusov,4/18/1983,Cyprus (Anglicized),112.6,181,B+
Samuel,Castro,12/15/1978,Czech Republic,69.9,179,A+
Arthur,Araujo,3/10/1993,Cyprus (Anglicized),109.1,184,AB+
David,King,3/28/1988,Austria,64.4,181,A+
Christopher,Craig,11/15/1987,Brazil,60.7,176,O+
Zossima,Komarov,9/18/1978,Belgium,89.5,179,A+
Anthony,Gray,7/11/1992,Brazil,78.3,178,A+
Paladin,Maggot,12/19/1986,Cyprus (Anglicized),49.3,106,O+
Habaccuc,Underhill,10/3/1981,Cyprus (Anglicized),46.2,96,A+
Pedro,Dias,5/8/1986,Cyprus (Anglicized),88.5,175,O-
Matheus,Araujo,1/1/1985,Cyprus (Anglicized),108.1,170,O+
Isengrin,Diggle,1/12/1994,Cyprus (Anglicized),58.2,101,B+
Leo,Thomson,5/27/1980,Austria,111.5,185,O-
Theodore,Bogdanov,6/4/1981,Cyprus (Anglicized),92.1,184,B+
Tristan,Aitken,7/17/1986,Canada,108.6,188,B+
Mat,Burrows,1/17/1990,Cyprus (Anglicized),50.2,92,A+
Julian,Alexander,3/23/1995,Belgium,73.7,166,A-
Emil,Gorbunov,1/26/1995,Canada,62.8,164,B+
Immanuel,Nekrasov,2/5/1987,Belgium,91.4,174,O-
Brandon,Anderson,4/25/1982,Austria,101.9,172,O-
Aydin,Davidson,8/16/1994,Denmark,89.8,185,A+
Zander,Watson,4/24/1988,Belgium,95.6,185,B+
Gabriel,Lima,12/31/1982,Brazil,69.7,173,A+
Kai,Fernandes,11/14/1989,Austria,58.7,180,O+
Adelbert,Mugwort,12/9/1978,Cyprus (Anglicized),52.8,102,A-
Marcos,Barbosa,2/17/1985,Czech Republic,64.1,185,O+
Carlos,Goncalves,11/18/1991,Belgium,77.7,183,B+
Randy,Thompson,4/12/1988,Denmark,111.7,169,O+
Bruno,Rocha,10/21/1990,Czech Republic,106.8,186,O+
Matheus,Pinto,9/1/1985,Czech Republic,76.3,168,O+
Pimen,Vasilyev,11/5/1980,Cyprus (Anglicized),64.5,190,A+
George,Carey,10/14/1980,Cyprus (Anglicized),84.2,181,O+
Jan,McIntosh,7/8/1983,Austria,86.1,174,O+
Henry,Mitchell,9/6/1982,Belgium,75.9,168,O+
Lynn,Bunch,12/30/1992,Cyprus (Anglicized),96.2,185,O+
Meriadoc,Whitfoot,8/29/1989,Czech Republic,53.2,102,O+
Kauê,Sousa,11/8/1979,Canada,87.4,169,A+
Patrick,Connelly,11/9/1992,Belgium,64.2,173,O+
Jaiden,Sutherland,12/12/1996,Cyprus (Anglicized),66.8,185,B+
Kauã,Lima,7/30/1986,Denmark,98.9,190,B+
Simon,Azarov,4/18/1980,Cyprus (Anglicized),99.5,174,O-
Tolman,Clayhanger,2/28/1993,Belgium,46.7,70,A+
James,Baxter,8/25/1985,Denmark,86.9,173,A+
Michael,Billiot,4/1/1996,Canada,73.8,185,A-
Luke,Maslow,6/17/1982,Denmark,99.4,168,B+
David,Howell,12/8/1990,Canada,64.3,184,B+
Bildat,Brandybuck,7/18/1992,Canada,50.0,115,B+
Levi,Millar,1/5/1986,Canada,104.8,168,A+
Töbi,Smallburrow,9/30/1980,Denmark,57.6,70,O+
Ted,Proudfoot,2/10/1995,Belgium,53.3,65,O+
Tomás,Cunha,4/14/1993,Denmark,88.4,183,O+
Greg,Nolan,1/6/1994,Austria,89.6,186,A+
Cornelius,Komarov,5/15/1996,Canada,78.7,165,B+
Abdul,Scott,2/27/1988,Canada,85.2,170,A-
Brandon,Blair,6/18/1996,Canada,60.5,175,O+
Lowell,Lindemann,5/31/1983,Brazil,105.1,168,B+
Kai,Cavalcanti,12/16/1993,Canada,84.6,170,B+
Ephraim,Medvedev,12/1/1987,Denmark,107.0,188,O+
Kenneth,Reese,1/15/1985,Czech Republic,109.7,180,O+
Ruben,Konovalov,3/16/1994,Czech Republic,90.9,180,A+
Trifon,Lazarev,5/18/1992,Cyprus (Anglicized),74.5,168,A+
Ryan,Reid,5/4/1988,Canada,92.2,183,A+
Isengrin,Chubb,1/14/1996,Canada,67.0,80,B+
Magnus,Brown,1/11/1984,Belgium,58.8,108,O+
Daniel,Martins,9/4/1991,Austria,56.6,167,A+
Brennan,Wilson,1/12/1990,Cyprus (Anglicized),73.2,189,O+
Tiago,Azevedo,4/26/1995,Austria,73.6,175,B+
Vsevolod,Gerasimov,6/27/1991,Austria,58.3,167,A+
Fulvus,Took,3/12/1983,Cyprus (Anglicized),66.8,113,B+
Peter,Kudryashov,12/4/1978,Denmark,62.1,188,A+
Nikodem,Mitchell,9/3/1989,Cyprus (Anglicized),57.8,180,AB+
Roland,Evseev,9/24/1993,Canada,54.5,186,B+
Ryley,Johnston,7/8/1978,Canada,93.0,170,O+
Shawn,Murphy,9/17/1991,Denmark,81.4,181,O+
Mohamed,King,6/4/1983,Brazil,86.1,187,B+
Bilba,Hayward,5/28/1997,Denmark,47.2,62,A+
Leonti,Glazkov,9/18/1983,Austria,65.6,177,O+
Moro,Burrowes,8/21/1987,Czech Republic,47.6,74,A+
Mark,Reynolds,12/15/1996,Brazil,53.9,173,AB+
Franciszek,Scott,4/12/1990,Canada,104.7,175,B+
Carl,Brownlock,5/17/1989,Cyprus (Anglicized),67.5,117,O+
Nail,Demidov,1/1/1990,Cyprus (Anglicized),106.0,177,B-
Fraser,McIntosh,2/8/1991,Canada,97.0,168,O-
Duane,Varner,10/11/1981,Canada,78.5,174,A+
Polo,Goldworthy,12/26/1981,Austria,61.5,66,B+
Kauã,Sousa,1/15/1987,Canada,75.9,177,O+
Dennis,Hoffman,5/26/1986,Brazil,85.4,170,O+
Egor,Polyakov,8/6/1984,Cyprus (Anglicized),66.8,170,A+
Newton,Schreiner,9/17/1979,Brazil,88.2,172,B+
Nicephorus,Borodin,8/5/1994,Czech Republic,87.5,190,O+
Enzo,Dias,6/4/1980,Canada,93.3,171,B+
Orgulas,Rumble,4/18/1989,Brazil,53.5,84,O+
Douglas,Dias,12/10/1987,Denmark,79.8,182,O+
Kai,Young,11/6/1985,Brazil,82.9,180,A+
Ervin,Emery,12/10/1992,Belgium,95.5,170,O-
Finn,Clark,4/29/1987,Cyprus (Anglicized),94.9,186,A+
Tóbias,Bunce,7/6/1978,Czech Republic,62.0,97,A+
Athanaric,Roper,10/9/1986,Canada,56.6,84,A+
Myles,Jones,10/4/1985,Czech Republic,87.0,186,A+
Halfred,Zaragamba,6/24/1996,Belgium,67.4,87,A+
Mateus,Pinto,12/17/1988,Brazil,82.9,187,A+
Luiz,Melo,10/24/1982,Cyprus (Anglicized),65.2,171,AB+
Leonardo,Barros,5/26/1997,Denmark,90.8,186,O+
Michael,Fields,3/4/1989,Cyprus (Anglicized),82.7,179,A+
Ryan,Ferreira,6/3/1992,Denmark,77.8,186,O+
Methodius,Fedorov,10/16/1982,Austria,103.2,188,B+
Kauã,Souza,4/16/1990,Austria,100.3,186,O+
Rudigar,Hogpen,12/31/1980,Denmark,60.9,89,B+
Kenneth,McGill,2/29/1980,Denmark,75.4,180,A+
Ronald,Richardson,4/9/1989,Canada,64.5,168,A+
Ruairidh,Bruce,6/16/1983,Cyprus (Anglicized),91.3,183,O+
Bruno,Melo,6/2/1988,Canada,97.9,187,B+
Vitor,Ferreira,1/10/1990,Austria,89.6,189,O+
Breno,Cavalcanti,2/14/1987,Denmark,93.8,174,O+
Leon,Bogdanov,4/28/1996,Austria,54.4,182,O+
Matta,Chubb,2/25/1984,Cyprus (Anglicized),59.7,121,O+
Ruari,McIntyre,5/15/1982,Brazil,106.4,170,B+
Thiago,Cavalcanti,5/17/1981,Austria,103.9,181,B+
Aran,Donaldson,11/9/1992,Cyprus (Anglicized),89.8,171,O+
Rafael,Souza,12/25/1983,Cyprus (Anglicized),63.7,179,O+
Holman,Brownlock,11/5/1996,Denmark,59.3,117,O+
Henry,Washington,2/1/1982,Brazil,78.9,180,AB+
Haiduc,Goodbody,4/11/1982,Denmark,67.8,68,O+
Timothy,Greene,5/21/1980,Czech Republic,73.3,173,O+
Mateusz,Hill,6/13/1981,Austria,80.2,190,A+
Erling,Clayhanger,2/18/1984,Cyprus (Anglicized),54.6,81,O+
Roman,Young,12/28/1992,Denmark,85.1,170,O+
Nicolas,Martins,11/26/1994,Belgium,90.5,185,B+
Felix,Lockett,11/18/1983,Canada,95.3,170,A+
Brutus,Sackville-Baggins,8/1/1995,Czech Republic,58.1,82,O+
Bobby,Peter,12/20/1992,Canada,58.3,181,O+
Jose,Chavez,12/20/1986,Canada,94.6,180,AB+
Lee,Simpson,4/24/1983,Cyprus (Anglicized),85.6,189,A+
Erick,Lima,1/9/1994,Canada,56.7,169,O-
Roland,Repin,5/23/1989,Czech Republic,83.0,183,A+
Genghis,Yefremov,4/25/1992,Denmark,87.6,181,B-
Dominic,Murphy,7/13/1988,Czech Republic,77.3,182,A+
Murilo,Cavalcanti,8/24/1980,Cyprus (Anglicized),80.2,186,O+
Razanur,Goldworthy,7/21/1986,Austria,49.7,65,A+
Marcos,Almeida,11/2/1993,Czech Republic,81.0,180,AB+
Erick,Cavalcanti,7/10/1990,Cyprus (Anglicized),83.2,182,O+
Jacob,Vinogradoff,2/19/1991,Belgium,61.8,171,B+
Enzo,Cardoso,9/26/1993,Belgium,69.7,175,B+
Yegor,Ponomarev,9/18/1984,Cyprus (Anglicized),65.0,177,B+
Hugo,Sandheaver,5/22/1996,Denmark,52.1,106,AB-
Phillip,Riggins,10/3/1984,Czech Republic,98.0,175,A+
David,Darby,7/23/1987,Cyprus (Anglicized),70.2,189,A+
Renan,Castro,11/16/1995,Denmark,96.2,170,A+
Jeffrey,Avery,2/15/1991,Belgium,70.8,175,A+
Ernest,Abramowitz,4/12/1988,Austria,95.4,180,O-
Richard,Christie,12/10/1981,Canada,100.5,174,A+
Xander,Henderson,6/5/1992,Czech Republic,56.7,181,B+
Holfast,Brown,9/28/1993,Brazil,50.8,86,O+
Edgar,Uvarov,6/18/1979,Czech Republic,65.7,169,O+
Balbo,Roper,12/18/1996,Canada,60.5,81,O+
Victor,Araujo,7/27/1990,Austria,100.4,189,B+
Nail,Biryukov,4/10/1982,Czech Republic,108.8,182,B+
Bradley,Allan,5/28/1979,Belgium,63.9,189,O+
Luke,Maclean,8/4/1981,Austria,83.4,184,O+
Thiago,Oliveira,2/2/1983,Canada,87.2,177,O+
Ryan,Fernandes,1/18/1979,Canada,75.1,187,A+
James,Black,12/9/1991,Belgium,59.5,183,A+
Stanley,Straka,3/14/1983,Belgium,70.3,170,O+
Jacob,Maslov,8/6/1993,Canada,70.8,169,A+
Robin,Wood,12/10/1984,Austria,91.9,184,O+
Fergus,Gordon,2/10/1985,Canada,70.7,183,A+
Robur,Took-Took,12/23/1988,Austria,46.4,102,B+
Ruslan,Efimov,5/31/1984,Belgium,89.7,172,A+
Dinodas,Brownlock,1/19/1996,Canada,52.8,80,B+
Yaroslav,Vassiliev,7/1/1978,Austria,74.3,172,B+
Victor,Vogel,2/29/1992,Czech Republic,93.6,177,O+
George,Oliva,7/3/1996,Brazil,65.3,185,A+
Anton,Bell,6/13/1983,Austria,108.0,183,B+
Terry,Goggans,1/29/1989,Canada,97.4,180,A+
Edward,Marshall,11/13/1978,Cyprus (Anglicized),63.4,168,A+
Conall,Martin,6/14/1979,Czech Republic,94.6,190,O+
Tom,Wilson,9/4/1982,Cyprus (Anglicized),95.9,190,O+
Dorofei,Yefremov,5/1/1993,Czech Republic,65.7,176,A+
Daniel,Pereira,12/30/1986,Brazil,74.5,172,B+
Töbi,Lightfoot,4/10/1997,Austria,64.2,121,B+
Dennis,Johnston,6/1/1983,Czech Republic,96.8,184,B+
Malik,Zuev,4/18/1992,Canada,67.5,178,O+
Miguel,Costa,8/8/1992,Czech Republic,66.1,171,B+
Will,Forbes,5/28/1990,Austria,104.6,171,B+
Bruno,Oliveira,1/27/1984,Cyprus (Anglicized),95.2,187,A+
Preston,Aitken,12/21/1987,Canada,80.8,171,O+
Dinodas,Noakes,5/24/1995,Czech Republic,56.0,88,B+
Stuart,Craig,10/29/1987,Austria,82.4,171,O+
Lazarus,Golovanov,10/6/1993,Cyprus (Anglicized),72.2,176,A+
Oran,Paterson,7/1/1982,Canada,111.5,174,O+
Guido,Maggot,3/30/1984,Brazil,60.2,77,A-
Ivan,Kennedy,11/21/1980,Austria,107.4,174,O+
Malachy,Burns,1/13/1986,Czech Republic,67.3,179,B+
Hildibrand,Brandybuck,6/12/1982,Canada,46.5,118,A+
Austin,Bruce,12/16/1991,Canada,56.1,188,O+
Togo,Oldbuck,11/7/1991,Austria,53.1,83,A+
Warren,Alexander,8/16/1994,Czech Republic,77.6,188,O-
Kauã,Oliveira,9/27/1992,Canada,84.0,176,A+
Jensen,Cunningham,6/25/1986,Czech Republic,62.7,187,B+
Dwight,Martin,11/10/1989,Cyprus (Anglicized),66.6,182,A-
Erling,Longhole,7/14/1987,Cyprus (Anglicized),51.6,92,O+
Otávio,Santos,10/12/1992,Cyprus (Anglicized),99.4,190,O+
Ryan,Sutherland,12/14/1994,Canada,61.6,164,B+
Charles,Kennedy,11/7/1987,Brazil,82.2,190,O+
Marcus,Lothran,11/16/1989,Austria,62.1,74,O+
Norman,Martin,7/29/1988,Canada,68.3,187,A-
Vigo,Oldbuck,6/29/1991,Canada,57.7,80,B+
Methodius,Sidorov,4/1/1984,Cyprus (Anglicized),105.1,189,O+
Wilibald,Sandheaver,4/20/1980,Brazil,65.9,119,A+
Jon,Eldridge,11/8/1992,Belgium,73.3,186,A+
Isaac,McLean,6/5/1988,Denmark,84.5,179,O+
Töbi,Bolger-Baggins,8/4/1979,Belgium,68.0,97,B+
George,Coronado,4/10/1979,Austria,91.8,186,A+
Nicolash,Azevedo,9/8/1991,Denmark,101.8,189,A+
Edward,Hudson,10/19/1979,Denmark,77.5,173,A+
Tom,Munro,1/29/1979,Canada,90.1,188,AB+
Greg,Badillo,6/26/1979,Cyprus (Anglicized),77.4,189,A+
Hippolyte,Lazarev,8/20/1981,Belgium,108.7,186,O+
Emil,Repin,5/16/1997,Canada,82.5,189,O+
Vitor,Correia,5/1/1987,Belgium,95.7,178,B-
Diogo,Azevedo,8/13/1985,Czech Republic,68.5,189,A+
